"","id","street_name","city_name","road_class","pruid","prname","cmapuid","cmaname","road_length","large_city","business_count","per_business_density","per_civic_density","per_employment_density","per_business_independence_index","per_population_change","per_population_density","per_visible_minorities","per_indigenous","per_immigrants_non_permanent_residents","per_average_employment_income","per_pre1960","per_61_00","per_00_23","Detached_Housing","Mid_Density","Highrise_Apt","per_surface_Parking_lots","per_surface_Parking_area","urban_form","street_content","housing","demos","sim_index","Not.Eligible","civic_count","surface_Parking_lots","surface_Parking_area","gas_stations","Residential","Commercial","Mixed.Use","total_sites"
"11","1064","111 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",58.1416512235291,1,6,0.896952564627558,0.816057487814221,0.713393128409706,0.515756724207146,0.00891528633440317,0.893291551963139,0.947736098192391,0.839481198654863,0.925406045310559,0.210286956838801,0.718458538239783,0.350962353739189,0.559352212989656,0.47248600983551,0.754557402068849,0.535611327793794,0.630511276920468,0.630511276920468,0.841180247050274,0.717148267354799,0.666263314652526,0.839639752144038,0.766057895300409,2,2,0,0,0,2,3,0,7
"12","1075","101 Street North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",119.274591566144,1,9,0.83595101911417,0.275141011584746,0.586898801896886,0.563987497849401,0.105686108139349,0.88896373090715,0.92104475767372,0.827971432102459,0.897221915063842,0.206760075973787,0.739401390537561,0.561959470917416,0.322218924877056,0.539045277259624,0.781223503476344,0.367856537222316,0.630511276920468,0.630511276920468,0.877049952110206,0.710512879786186,0.638201550480742,0.83237381949137,0.764534550467126,21,0,0,0,0,127,7,5,139
"13","1410","99 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",118.218568488562,1,9,0.838011703631296,0.638257400631415,0.703882276792201,1,0.154148374958498,0.942963874083185,0.950968849803888,0.786088760821912,0.938987504797091,0.499941992091036,0.514180939460743,0.587862472443615,0.616902662370697,0.173817195183992,0.954192809903341,0.531435475665593,0.630511276920468,0.630511276920468,0.961539184837729,0.847305225360358,0.520325211109142,0.676009244551143,0.751294716464593,24,2,0,0,0,31,112,0,145
"14","1458","96 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",72.6483379154333,1,5,0.813825079587335,0.588761343671981,0.800879753774619,0.709497046510294,0.0129794272082242,0.925567985838589,0.941465730881559,0.831763573328824,0.922101743864602,0.267827487793479,0.874618450059352,0.197049347125657,0.442407156181109,0.689291164999152,0.519671019162286,0.480752925216212,0.630511276920468,0.630511276920468,0.825914156058648,0.893325683987321,0.775741570558642,0.802112527269045,0.824273484468414,9,1,0,0,0,55,4,12,72
"15","1468","95 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",101.880597364053,1,10,0.888472055268616,0.680105147748438,0.751621468105623,0.739519412743018,0.0120756016281157,0.950402519898215,0.947157194986308,0.831106615757875,0.929175420680504,0.373972016984716,0.71892487705613,0.543348312701374,0.379917754790571,0.474118195692725,0.769183483127014,0.509114804137697,0.630511276920468,0.630511276920468,0.843628997704515,0.874720137154235,0.643897558040649,0.742913426759165,0.776290029914641,25,2,0,0,0,118,14,0,134
"16","1469","95 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",94.845489760907,1,5,0.738108133099085,0.699774117274084,0.559185237044767,0.724063772437919,0.0117866233814144,0.9510045100451,0.947046617969416,0.833327912891329,0.929250222780166,0.380283277480004,0.688104120739359,0.567597931151433,0.406583856198067,0.449381041207394,0.790211124300492,0.51808122774292,0.630511276920468,0.630511276920468,0.826119647768235,0.848369152215879,0.623745067679671,0.739915561158761,0.759537357205637,33,2,0,0,1,122,12,5,142
"17","1501","98 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",69.760604642108,1,3,0.672324742744673,0.598113681095861,0.483494709588788,1,0.00891528633440317,0.893291551963139,0.947736098192391,0.839481198654863,0.925406045310559,0.210286956838801,0.709555706291335,0.448660335763948,0.489804137697134,0.44232236730541,0.73539511616076,0.595684246226895,0.630511276920468,0.630511276920468,0.786588905656114,0.811607444633913,0.653652377554736,0.839639752144038,0.7728721199972,0,1,0,0,0,1,6,0,8
"18","5251","Stafford Drive North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",145.78982204628,0,8,0.750934573266581,0.275141011584746,0.705916542277056,0.636763778172851,0.151842697458221,0.714451668326207,0.771534874039769,0.745809456286303,0.779392346769525,0.135513104815319,0.891003900288282,0.341423605222995,0.198935899609971,0.764096150585043,0.47757334237748,0.367856537222316,0.630511276920468,0.630511276920468,0.801995527482339,0.728642175025543,0.722048711720837,0.756422010006739,0.752277106058864,1,0,0,0,2,1,6,0,9
"19","5255","3 Avenue North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",102.818792811642,0,8,0.842925643633674,0.500640661532568,0.606541352390262,0.494193381889086,0.168947750273607,0.777211581639626,0.79787822218175,0.765339308828599,0.765684048940087,0.100990112137575,0.915635068678989,0.229862642021367,0.280629981346447,0.749406477870103,0.502331694081737,0.367856537222316,0.630511276920468,0.630511276920468,0.83604666764444,0.743627311388457,0.76734161159811,0.77206674039619,0.779770582756799,1,1,0,0,0,28,1,2,32
"20","5262","12B Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",116.34623202222,0,4,0.591006961415003,0.47047012667926,0.400803138581034,1,0.187239458442469,0.744870067748297,0.795936619855729,0.677411066808032,0.806769915245969,0.218394805143147,0.88008733254197,0.330401051382059,0.252183313549262,0.547545362048499,0.522998982533492,0.654994064778701,0.630511276920468,0.630511276920468,0.739585274347626,0.760853913971717,0.773845271875673,0.728529719629458,0.750703544956119,1,1,0,0,0,3,5,0,9
"21","5283","12C Street North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",159.46895894829,0,11,0.814459136361835,0.740565103100273,0.730169213901695,0.285226816539542,0.164865163979784,0.781861548774218,0.798258737210467,0.755995550901203,0.756067100735662,0.11488880712536,0.915635068678989,0.229862642021367,0.280629981346447,0.749406477870103,0.502331694081737,0.367856537222316,0.630511276920468,0.630511276920468,0.844698564185733,0.639083016001114,0.76734161159811,0.76394818004406,0.753767842957254,17,4,0,0,0,84,36,2,126
"22","5290","12A Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",114.616021540766,0,6,0.735704001162437,0.646698281441951,0.610966540295629,1,0.187239458442469,0.744870067748297,0.795936619855729,0.677411066808032,0.806769915245969,0.218394805143147,0.810178904527726,0.546337120569781,0.161544005426488,0.422608953705274,0.544259793115143,0.736348991012379,0.630511276920468,0.630511276920468,0.816701884136176,0.830247877170749,0.646461373038969,0.728529719629458,0.755485213493838,0,2,0,0,0,0,2,0,4
"23","5294","12A Street North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",162.709573443365,0,9,0.753814247784104,0.736021029549688,0.60212937400103,0.621981992315192,0.165104954439813,0.774745049037792,0.798242475884454,0.75637606592992,0.755631297198499,0.117779258360597,0.964388672206206,0.191644056299813,0.0997541122604714,0.781138714600644,0.44993216889944,0.367856537222316,0.630511276920468,0.630511276920468,0.833060991399019,0.790027073172528,0.736841273160648,0.763509009074411,0.780859586701651,2,4,0,0,1,0,12,0,17
"24","5313","9 Avenue South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",113.77499719964,0,7,0.785886952960913,0.649406232249713,0.788106151671664,0.742057119917417,0.210825002151966,0.754176510019068,0.798076610359115,0.649230188826518,0.749084487345436,0.367567943835085,0.969772765813125,0.136361709343734,0.168178734949975,0.765707139223334,0.475644395455316,0.367856537222316,0.630511276920468,0.630511276920468,0.811725648005904,0.896764090910923,0.767688844637902,0.668075103140469,0.7860634216738,18,2,0,0,0,146,12,6,166
"25","5323","2A Avenue North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",104.783967671656,0,6,0.763774222950213,0.275141011584746,0.586172278509438,1,0.165104954439813,0.774745049037792,0.798242475884454,0.75637606592992,0.755631297198499,0.117779258360597,0.903552653891809,0.156541461760217,0.424177547905715,0.747413939291165,0.505256910293369,0.367856537222316,0.630511276920468,0.630511276920468,0.828367784071133,0.735095653893392,0.750757370487251,0.763509009074411,0.769432454381547,0,0,0,0,0,0,2,0,2
"26","5333","12B Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",115.160000806325,0,18,0.950120867072639,0.472702534906146,0.909078900439877,0.519255032402363,0.187239458442469,0.744870067748297,0.795936619855729,0.677411066808032,0.806769915245969,0.218394805143147,0.88008733254197,0.330401051382059,0.252183313549262,0.547545362048499,0.522998982533492,0.654994064778701,0.630511276920468,0.630511276920468,0.762066140399894,0.740337958572526,0.773845271875673,0.728529719629458,0.751194772619388,11,1,0,0,0,33,26,0,60
"27","5336","12 Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",114.209896191657,0,9,0.845726061054384,0.474406562487616,0.809703710553082,0.726257383724265,0.185062898882208,0.750509251124257,0.784677277723935,0.692400757127339,0.791435484815174,0.23332769827932,0.810178904527726,0.546337120569781,0.161544005426488,0.422608953705274,0.544259793115143,0.736348991012379,0.630511276920468,0.630511276920468,0.80371601885732,0.868349393538174,0.646461373038969,0.724045625598763,0.760643102758306,6,1,0,0,0,27,11,0,39
"28","5355","10 Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",114.593134422096,0,6,0.735743629710844,0.473613991519491,0.633858631758319,0.69584790961748,0.182210007255199,0.748908282733621,0.790492327906387,0.716057734211879,0.789197926355707,0.232336591720448,0.783385619806681,0.61544005426488,0.135852976089537,0.477340172969306,0.586611836527048,0.669747329150415,0.630511276920468,0.630511276920468,0.823449001347203,0.83612339563568,0.632523539912332,0.732776898482508,0.75621820884443,1,1,0,0,0,0,41,0,42
"29","5356","2 Avenue South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",114.211010910606,0,9,0.845712851538248,0.750762849556821,0.662747843546491,1,0.187239458442469,0.744870067748297,0.795936619855729,0.677411066808032,0.806769915245969,0.218394805143147,0.88008733254197,0.330401051382059,0.252183313549262,0.547545362048499,0.522998982533492,0.654994064778701,0.630511276920468,0.630511276920468,0.82371750227044,0.806907002919031,0.773845271875673,0.728529719629458,0.783249874173651,0,3,0,0,0,0,3,0,6
"30","5361","12B Street North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",161.654223387395,0,11,0.811156757327979,0.792201101673646,0.497668520402098,0.43826346275162,0.164865163979784,0.781861548774218,0.798258737210467,0.755995550901203,0.756067100735662,0.11488880712536,0.915635068678989,0.229862642021367,0.280629981346447,0.749406477870103,0.502331694081737,0.367856537222316,0.630511276920468,0.630511276920468,0.796845323777984,0.693674734744531,0.76734161159811,0.76394818004406,0.755452462541171,2,5,0,0,0,16,7,0,28
"31","5382","2 Avenue South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",113.981502764702,0,7,0.785305734250954,0.648719337410671,0.757063788753418,1,0.184091440095424,0.750392107095674,0.789945947352331,0.684868510917854,0.798317277984116,0.226167864944329,0.810178904527726,0.546337120569781,0.161544005426488,0.422608953705274,0.544259793115143,0.736348991012379,0.630511276920468,0.630511276920468,0.81889360321545,0.841669157305336,0.646461373038969,0.726074882403138,0.758274753990723,0,2,0,0,0,0,6,0,8
"32","5383","11 Street South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",114.768709208913,0,7,0.783562078121078,0.64635483402243,0.716536993249937,0.690213339450594,0.182855596955276,0.747063264283437,0.784621989215489,0.715417037966944,0.789545918732397,0.24629163724837,0.810178904527726,0.546337120569781,0.161544005426488,0.422608953705274,0.544259793115143,0.736348991012379,0.630511276920468,0.630511276920468,0.823744317619781,0.864242967671122,0.646461373038969,0.727239585607622,0.765422060984373,4,2,0,0,0,3,11,0,16
"33","5394","3 Avenue North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",103.747420647148,0,5,0.708175369536214,0.674279751132716,0.535844022033473,0.49840855651775,0.169673270127027,0.76933364571741,0.797816429142898,0.766571917340428,0.765778364630965,0.10306513790966,0.964388672206206,0.191644056299813,0.0997541122604714,0.781138714600644,0.44993216889944,0.367856537222316,0.630511276920468,0.630511276920468,0.807437069208806,0.734344595523968,0.736841273160648,0.772232224474561,0.762713790591996,1,2,0,0,0,44,9,6,61
"34","5421","2 Avenue South","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",113.823010535422,0,7,0.785675600702746,0.474974571681439,0.805555922486559,0.710601020817801,0.185062898882208,0.750509251124257,0.784677277723935,0.692400757127339,0.791435484815174,0.23332769827932,0.810178904527726,0.546337120569781,0.161544005426488,0.422608953705274,0.544259793115143,0.736348991012379,0.630511276920468,0.630511276920468,0.805113765017791,0.85723355045999,0.646461373038969,0.724045625598763,0.758213578528878,0,1,0,0,0,0,4,0,5
"35","5473","13 Street North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",98.0247812520412,0,8,0.853281904283846,0.894772994465213,0.842067025084871,0.694442851407926,0.0895156232707419,0.757179952751909,0.802776133577036,0.719788082399391,0.760519451798177,0.133050254737589,0.941389689672715,0.203853654400543,0.213328811259963,0.779718500932678,0.452454637951501,0.367856537222316,0.630511276920468,0.630511276920468,0.784918648361023,0.747363971712547,0.751351205929073,0.751692424736172,0.758831562684704,6,5,0,0,0,70,15,3,93
"36","5482","6A Avenue North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",150.899545093662,0,5,0.578642854312246,0.684147259685878,0.665997384515805,0.71048632218845,0.0722630070953382,0.774663699017943,0.798613234117563,0.728387071595366,0.760226747929933,0.140541561838088,0.933334746481262,0.231113277937935,0.201415974224182,0.82501695777514,0.368026114973715,0.367856537222316,0.630511276920468,0.630511276920468,0.823107977659851,0.773617820484105,0.705849696661674,0.752254761393824,0.763707564049863,7,3,0,0,0,126,0,6,135
"37","5502","13 Street North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",97.7027761715146,0,14,0.94111197706828,0.790364978930822,0.882342839781779,0.612203934162987,0.0809077606030423,0.774653937015561,0.800977630919936,0.732901215696733,0.763927825730621,0.131101188996397,0.93536967949805,0.206439715109378,0.236158216042055,0.779061387146006,0.453154146176022,0.367856537222316,0.630511276920468,0.630511276920468,0.774620617732272,0.75839364728019,0.751738302634284,0.757194424798557,0.760486748111326,1,3,0,0,0,25,9,0,37
"38","5504","7 Avenue North","Lethbridge","Local / Street","48","Alberta","48810","Lethbridge",103.563013878689,0,9,0.865698849451145,0.498500719918629,0.688783799849412,0.490064231232437,0.0809077606030423,0.774653937015561,0.800977630919936,0.732901215696733,0.763927825730621,0.131101188996397,0.93536967949805,0.206439715109378,0.236158216042055,0.779061387146006,0.453154146176022,0.367856537222316,0.630511276920468,0.630511276920468,0.826317547253835,0.740184477637944,0.751738302634284,0.757194424798557,0.768858688081155,7,1,0,0,0,104,13,4,122
"39","33419","118 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",187.821110922271,1,4,0.427592037303674,0.526623779770947,0.623092876107948,0.7177983598096,0.235492677168259,0.902386484182302,0.893650927871262,0.816146195825392,0.872150202616122,0.414362095311967,0.912052738680685,0.288451755129727,0.203111751738172,0.700758860437511,0.581715278955401,0.367856537222316,0.630511276920468,0.630511276920468,0.91256591965668,0.704635429172579,0.776149344142794,0.714135443831721,0.776871534200943,26,2,0,0,1,112,9,0,124
"40","33516","118 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",1612.88365995505,1,69,0.670594296130933,0.552355917202753,0.593807378835713,0.570812066295808,0.0968507519582888,0.87092680450614,0.913460475220991,0.857222305335666,0.884271395026636,0.254442577142232,0.71209937256232,0.560157707308801,0.374554858402578,0.578896048838392,0.741266745802951,0.367856537222316,0.966105646939122,0.894565033067662,0.869146070038992,0.713224323967636,0.634573174158456,0.809307543220632,0.756562777846429,141,19,9,8332.20591542684,1,776,116,30,951
"41","33526","111 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",140.547463104187,1,9,0.796243213611085,0.275141011584746,0.703102915340211,0.476429431668292,0.00925960084111115,0.88160643511197,0.937419912969383,0.84385224308731,0.915642745172012,0.245068499053642,0.772744615906393,0.281456672884518,0.542394437849754,0.563400881804307,0.667330846192979,0.517233338985925,0.630511276920468,0.630511276920468,0.83937931973293,0.680304805078174,0.713389254913516,0.818152564891084,0.762806486153926,1,0,0,0,0,43,5,0,48
"42","33530","111 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",116.180290080564,1,5,0.67253609500284,0.642471236278615,0.732916793257863,0.291191145265814,0.00925345236777708,0.892969405884535,0.947417376202525,0.834687359746063,0.924215716246366,0.212010620419447,0.753900288282177,0.353802781075123,0.506655926742411,0.51638545022893,0.717080719009666,0.517593691707648,0.630511276920468,0.630511276920468,0.83828049823924,0.640306364557697,0.696372426821658,0.836906263677195,0.752966388323948,3,2,0,0,0,16,4,2,24
"43","33532","111 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",191.774502056357,1,7,0.612102558683275,0.275141011584746,0.493930227335773,0.64302919080117,0.0137848772149875,0.926186245989444,0.941654362263316,0.833142533774774,0.922091987068994,0.267827487793479,0.874618450059352,0.197049347125657,0.442407156181109,0.689291164999152,0.519671019162286,0.480752925216212,0.83970663049008,0.720005935221299,0.797164007054379,0.699277038395763,0.775741570558642,0.802464105877386,0.768661680471543,0,0,2,1167.8372518532,0,50,8,0,60
"44","33534","111 Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",290.3641251089,1,10,0.591786322866993,0.429401741014227,0.533505937677503,0.711274875265241,0.0608698860073044,0.945004132581008,0.940597376072434,0.835562219085593,0.917763222084182,0.269232936559236,0.877034933016788,0.129175852128201,0.526411734780397,0.6939333559437,0.552441919620146,0.427335933525521,0.771112430049178,0.698723927420722,0.838838258196004,0.761340789749603,0.743339225245592,0.801920309744356,0.786359645733889,21,2,1,876.659354075789,0,209,27,7,246
"45","33551","Kingsway Avenue North-West","Edmonton","Collector","48","Alberta","48835","Edmonton",158.651956219681,1,8,0.723828646156691,0.568801764791356,0.559489055915882,0.658112060560876,0.020044023069072,0.916323369582902,0.96305101503197,0.810997860009497,0.950295630906927,0.217228017488556,0.618640834322537,0.657622519925386,0.417415635068679,0.34305579108021,0.889096150585043,0.482024758351704,0.630511276920468,0.630511276920468,0.82799350938348,0.833428200705251,0.566452702638525,0.826040548553506,0.76347874032019,8,2,0,0,0,7,2,0,11
"46","33903","95 Street North-West","Edmonton","Local / Street","48","Alberta","48835","Edmonton",114.059825863738,1,4,0.598140100128132,0.275141011584746,0.405320793099349,0.626340540230544,0.0338473457040617,0.941574415744157,0.941257585908585,0.833984870462277,0.919216984629795,0.264960239721827,0.875657113786671,0.178120230625742,0.463625572324911,0.688591656774631,0.539554010513821,0.45692725114465,0.630511276920468,0.630511276920468,0.761025944840609,0.69665358716894,0.771020651710922,0.804184922187286,0.758221276476939,25,0,0,0,0,81,6,4,91
"47","35473","4 Avenue North","Lethbridge","Local / Strata","48","Alberta","48810","Lethbridge",173.702413728262,0,7,0.648666499346129,0.398425425676657,0.575816017859266,0.588948787061995,0.163930596033005,0.738817626271501,0.77821177450094,0.742664515835279,0.788329571546582,0.106280433435096,0.891003900288282,0.341423605222995,0.198935899609971,0.764096150585043,0.47757334237748,0.367856537222316,0.630511276920468,0.630511276920468,0.803896139838492,0.739447944186727,0.722048711720837,0.764447348718432,0.757460036116122,2,1,0,0,0,0,9,0,10
"48","35486","Stafford Drive North","Lethbridge","Collector","48","Alberta","48810","Lethbridge",197.093344992637,0,9,0.690514246463152,0.275141011584746,0.659181274189926,0.647645810632563,0.151842697458221,0.714451668326207,0.771534874039769,0.745809456286303,0.779392346769525,0.135513104815319,0.891003900288282,0.341423605222995,0.198935899609971,0.764096150585043,0.47757334237748,0.367856537222316,0.630511276920468,0.630511276920468,0.80218331977639,0.722459816475499,0.722048711720837,0.756422010006739,0.750778464494866,9,0,0,0,0,36,7,1,44
"49","79285","Sherbrook Street","Winnipeg","Expressway / Highway","46","Manitoba","46602","Winnipeg",402.789878539214,1,16,0.64277505514973,0.713102519054727,0.600147946580717,0.583729999426507,0.216733685026008,0.959738248176133,0.962985969727916,0.935494571969377,0.947306799185633,0.0355240434495812,0.950101746650839,0.143229608275394,0.281244700695269,0.461972189248771,0.774927929455655,0.519543835848737,0.83970663049008,0.692470747837884,0.919521388561933,0.747530588152806,0.834589449954106,0.988250080101403,0.872472876692562,25,9,2,792.683410853148,0,11,3,8,33
"50","79289","Portage Avenue","Winnipeg","Expressway / Highway","46","Manitoba","46602","Winnipeg",108.402172987578,1,9,0.856716378479056,0.762836347304598,0.931548287386233,0.235705683317084,0.290656779921545,0.965234255517158,0.936571071751475,0.920371538776758,0.91780875379702,0.0730269852792501,0.778934203832457,0.276962862472444,0.536925555367136,0.284424283534,0.78094793963032,0.688634051212481,0.630511276920468,0.630511276920468,0.7857468988198,0.617645891173855,0.651543593148139,0.955858689961215,0.752698768275752,0,3,0,0,0,0,2,0,5
"51","79305","Maryland Street","Winnipeg","Expressway / Highway","46","Manitoba","46602","Winnipeg",399.873895177594,1,16,0.645813243860877,0.609051160455993,0.553188116719285,0.275735504960716,0.198159147083779,0.959272926062594,0.963181105640078,0.93215449560619,0.948402812558947,0.0362002499312192,0.945841105646939,0.139223333898593,0.30784721044599,0.472507207054434,0.755405290825844,0.534085128031202,0.771112430049178,0.826839918602679,0.885984220808531,0.619499524447216,0.844392255945354,0.989816976955303,0.834923244539101,11,6,1,3827.75147666037,0,10,5,7,29
"52","79371","Cumberland Avenue","Winnipeg","Expressway / Highway","46","Manitoba","46602","Winnipeg",166.169702805708,1,5,0.543862198327675,0.275141011584746,0.928245908352377,0.0579084704937776,0.0765853838491903,0.958609109900623,0.971074353287064,0.945088754317382,0.961662297790411,0.0310193149763162,0.965872477530948,0.182359674410717,0.104099542140071,0.523486518568764,0.699169069018145,0.533004069866034,0.630511276920468,0.630511276920468,0.787848909485912,0.532640343940066,0.844601524759433,0.970349316346137,0.783860023632887,0,0,0,0,0,7,0,3,10
